,itemsets,counts
2323,"frozenset({'cure', 'postpunkzine'})",1
2324,"frozenset({'make', 'postpunkzine'})",1
2325,"frozenset({'postpunkzine', 'wear'})",1
2326,"frozenset({'mask', 'postpunkzine'})",1
2301,"frozenset({'drfauci', 'start'})",1
2299,"frozenset({'mortal', 'alreadyvideo'})",1
2269,"frozenset({'prepares', 'barstoolsports'})",1
2298,"frozenset({'mortal', 'bbnaijalockdown'})",1
2270,"frozenset({'prepares', 'start'})",1
2271,"frozenset({'prepares', 'drfauci'})",1
2272,"frozenset({'prepares', 'prepare'})",1
2274,"frozenset({'bring', 'california'})",1
2276,"frozenset({'shit', 'bring'})",1
2277,"frozenset({'fight', 'bring'})",1
2278,"frozenset({'together', 'bring'})",1
2279,"frozenset({'could', 'bring'})",1
2282,"frozenset({'california', 'confirmed'})",1
2284,"frozenset({'dea', 'confirmed'})",1
2285,"frozenset({'prepare', 'press'})",1
2286,"frozenset({'bbnaijalockdown', 'incredible'})",1
2287,"frozenset({'drfauci', 'press'})",1
2288,"frozenset({'barstoolsports', 'press'})",1
2289,"frozenset({'hagiasophia', 'incredible'})",1
2290,"frozenset({'kombat', 'incredible'})",1
2291,"frozenset({'tellmebyakaycentric', 'kombat'})",1
2292,"frozenset({'kombat', 'bbnaijalockdown'})",1
2293,"frozenset({'alreadyvideo', 'kombat'})",1
2294,"frozenset({'kombat', 'hagiasophia'})",1
2295,"frozenset({'mortal', 'kombat'})",1
2296,"frozenset({'mortal', 'incredible'})",1
2297,"frozenset({'mortal', 'tellmebyakaycentric'})",1
2438,"frozenset({'responsible', 'americans'})",1
2439,"frozenset({'responsible', 'americandream'})",1
2440,"frozenset({'responsible', 'million'})",1
2591,"frozenset({'spread', 'weekend'})",1
2580,"frozenset({'weekend', 'son'})",1
2581,"frozenset({'weekend', 'take'})",1
2582,"frozenset({'weekend', 'trump'})",1
2583,"frozenset({'weekend', 'realdonaldtrump'})",1
2584,"frozenset({'weekend', 'day'})",1
2585,"frozenset({'weekend', 'protect'})",1
2586,"frozenset({'safe', 'weekend'})",1
2587,"frozenset({'weekend', 'community'})",1
2588,"frozenset({'weekend', 'play'})",1
2589,"frozenset({'keep', 'weekend'})",1
2590,"frozenset({'weekend', 'help'})",1
2592,"frozenset({'weekend', 'wear'})",1
2551,"frozenset({'bitch', 'day'})",1
2593,"frozenset({'weekend', 'golf'})",1
2595,"frozenset({'american', 'golf'})",1
2596,"frozenset({'son', 'golf'})",1
2597,"frozenset({'golf', 'take'})",1
2600,"frozenset({'day', 'golf'})",1
2601,"frozenset({'bitch', 'golf'})",1
2602,"frozenset({'bitch', 'weekend'})",1
2603,"frozenset({'bitch', 'die'})",1
2604,"frozenset({'bitch', 'son'})",1
2605,"frozenset({'weekend', 'die'})",1
2606,"frozenset({'inside', 'house'})",1
2579,"frozenset({'american', 'weekend'})",1
2578,"frozenset({'bitch', 'american'})",1
2577,"frozenset({'bitch', 'take'})",1
2576,"frozenset({'four', 'inside'})",1
2553,"frozenset({'absolutely', 'need'})",1
2554,"frozenset({'absolutely', 'sport'})",1
2555,"frozenset({'absolutely', 'require'})",1
2556,"frozenset({'make', 'absolutely'})",1
2557,"frozenset({'absolutely', 'say'})",1
2558,"frozenset({'four', 'house'})",1
2559,"frozenset({'absolutely', 'four'})",1
2560,"frozenset({'four', 'month'})",1
2561,"frozenset({'four', 'need'})",1
2562,"frozenset({'four', 'calle'})",1
2563,"frozenset({'house', 'calle'})",1
2564,"frozenset({'absolutely', 'calle'})",1
2565,"frozenset({'month', 'calle'})",1
2566,"frozenset({'need', 'calle'})",1
2567,"frozenset({'stick', 'calle'})",1
2568,"frozenset({'four', 'stick'})",1
2569,"frozenset({'house', 'stick'})",1
2570,"frozenset({'absolutely', 'stick'})",1
2571,"frozenset({'month', 'stick'})",1
2572,"frozenset({'need', 'stick'})",1
2573,"frozenset({'inside', 'stick'})",1
2574,"frozenset({'inside', 'calle'})",1
2575,"frozenset({'bitch', 'trump'})",1
2607,"frozenset({'inside', 'month'})",1
2608,"frozenset({'slow', 'community'})",1
2609,"frozenset({'slow', 'play'})",1
2639,"frozenset({'jimcarrey', 'stick'})",1
2641,"frozenset({'jimcarrey', 'four'})",1
2642,"frozenset({'jimcarrey', 'house'})",1
2643,"frozenset({'absolutely', 'jimcarrey'})",1
2644,"frozenset({'jimcarrey', 'month'})",1
2645,"frozenset({'jimcarrey', 'need'})",1
2646,"frozenset({'jimcarrey', 'movie'})",1
2647,"frozenset({'inside', 'movie'})",1
2648,"frozenset({'stick', 'movie'})",1
2649,"frozenset({'calle', 'movie'})",1
2650,"frozenset({'four', 'movie'})",1
2651,"frozenset({'house', 'movie'})",1
2652,"frozenset({'absolutely', 'movie'})",1
2653,"frozenset({'month', 'movie'})",1
2654,"frozenset({'need', 'movie'})",1
2655,"frozenset({'safe', 'protect'})",1
2656,"frozenset({'community', 'protect'})",1
2657,"frozenset({'protect', 'play'})",1
2658,"frozenset({'keep', 'protect'})",1
2659,"frozenset({'help', 'protect'})",1
2660,"frozenset({'spread', 'protect'})",1
2662,"frozenset({'slow', 'weekend'})",1
2663,"frozenset({'ranting', 'intellectual'})",1
2664,"frozenset({'threaten', 'show'})",1
2640,"frozenset({'jimcarrey', 'calle'})",1
2638,"frozenset({'jimcarrey', 'inside'})",1
2610,"frozenset({'keep', 'slow'})",1
2637,"frozenset({'inside', 'need'})",1
2613,"frozenset({'slow', 'wear'})",1
2614,"frozenset({'slow', 'part'})",1
2615,"frozenset({'weekend', 'part'})",1
2616,"frozenset({'part', 'protect'})",1
2617,"frozenset({'safe', 'part'})",1
2618,"frozenset({'part', 'community'})",1
2619,"frozenset({'part', 'play'})",1
2620,"frozenset({'keep', 'part'})",1
2621,"frozenset({'help', 'part'})",1
2622,"frozenset({'spread', 'part'})",1
2623,"frozenset({'wear', 'part'})",1
2624,"frozenset({'others', 'part'})",1
2625,"frozenset({'others', 'slow'})",1
2626,"frozenset({'others', 'weekend'})",1
2628,"frozenset({'safe', 'others'})",1
2629,"frozenset({'others', 'community'})",1
2630,"frozenset({'others', 'play'})",1
2631,"frozenset({'keep', 'others'})",1
2632,"frozenset({'others', 'help'})",1
2633,"frozenset({'safe', 'slow'})",1
2634,"frozenset({'absolutely', 'inside'})",1
2635,"frozenset({'slow', 'protect'})",1
2636,"frozenset({'cost', 'protect'})",1
2552,"frozenset({'absolutely', 'month'})",1
2550,"frozenset({'bitch', 'realdonaldtrump'})",1
2441,"frozenset({'responsible', 'kill'})",1
2482,"frozenset({'neurological', 'govuk'})",1
2471,"frozenset({'realdonaldtrump', 'problem'})",1
2472,"frozenset({'popul', 'problem'})",1
2473,"frozenset({'dhscgovuk', 'popul'})",1
2474,"frozenset({'popul', 'govuk'})",1
2475,"frozenset({'popul', 'lead'})",1
2476,"frozenset({'popul', 'symptom'})",1
2477,"frozenset({'popul', 'show'})",1
2478,"frozenset({'popul', 'realdonaldtrump'})",1
2479,"frozenset({'neurological', 'popul'})",1
2480,"frozenset({'neurological', 'problem'})",1
2481,"frozenset({'dhscgovuk', 'neurological'})",1
2483,"frozenset({'neurological', 'lead'})",1
2549,"frozenset({'pseudo', 'intellectual'})",1
2484,"frozenset({'neurological', 'symptom'})",1
2485,"frozenset({'neurological', 'show'})",1
2486,"frozenset({'neurological', 'realdonaldtrump'})",1
2487,"frozenset({'americandream', 'million'})",1
2488,"frozenset({'american', 'americandream'})",1
2489,"frozenset({'baserunner', 'oppose'})",1
2490,"frozenset({'social', 'cdc'})",1
2491,"frozenset({'social', 'global'})",1
2492,"frozenset({'dynamic', 'addressing'})",1
2493,"frozenset({'dynamic', 'local'})",1
2494,"frozenset({'dynamic', 'consider'})",1
2470,"frozenset({'show', 'problem'})",1
2469,"frozenset({'symptom', 'problem'})",1
2468,"frozenset({'lead', 'problem'})",1
2467,"frozenset({'govuk', 'problem'})",1
2442,"frozenset({'responsible', 'american'})",1
2443,"frozenset({'responsible', 'trump'})",1
2444,"frozenset({'reopen', 'guideline'})",1
2445,"frozenset({'guideline', 'cdc'})",1
2446,"frozenset({'guideline', 'alert'})",1
2447,"frozenset({'guideline', 'global'})",1
2448,"frozenset({'guideline', 'news'})",1
2449,"frozenset({'guideline', 'school'})",1
2450,"frozenset({'distance', 'guideline'})",1
2451,"frozenset({'distance', 'reopen'})",1
2452,"frozenset({'distance', 'cdc'})",1
2453,"frozenset({'distance', 'alert'})",1
2454,"frozenset({'distance', 'global'})",1
2455,"frozenset({'distance', 'news'})",1
2456,"frozenset({'distance', 'school'})",1
2458,"frozenset({'social', 'guideline'})",1
2459,"frozenset({'americandream', 'americans'})",1
2460,"frozenset({'social', 'reopen'})",1
2461,"frozenset({'americandream', 'trump'})",1
2462,"frozenset({'kill', 'americandream'})",1
2463,"frozenset({'dhscgovuk', 'symptom'})",1
2464,"frozenset({'dhscgovuk', 'show'})",1
2466,"frozenset({'dhscgovuk', 'problem'})",1
2495,"frozenset({'dynamic', 'join'})",1
2496,"frozenset({'dynamic', 'critical'})",1
2497,"frozenset({'dynamic', 'say'})",1
2524,"frozenset({'distance', 'push'})",1
2526,"frozenset({'reopen', 'push'})",1
2527,"frozenset({'cdc', 'push'})",1
2528,"frozenset({'alert', 'push'})",1
2529,"frozenset({'push', 'global'})",1
2530,"frozenset({'news', 'push'})",1
2531,"frozenset({'push', 'school'})",1
2532,"frozenset({'crisis', 'congress'})",1
2533,"frozenset({'use', 'congress'})",1
2534,"frozenset({'time', 'congress'})",1
2535,"frozenset({'childcare', 'congress'})",1
2536,"frozenset({'crisis', 'childcare'})",1
2537,"frozenset({'use', 'childcare'})",1
2538,"frozenset({'time', 'childcare'})",1
2539,"frozenset({'thinkbabiesandact', 'childcare'})",1
2540,"frozenset({'thinkbabiesandact', 'congress'})",1
2541,"frozenset({'crisis', 'thinkbabiesandact'})",1
2542,"frozenset({'use', 'thinkbabiesandact'})",1
2543,"frozenset({'thinkbabiesandact', 'time'})",1
2544,"frozenset({'local', 'addressing'})",1
2545,"frozenset({'addressing', 'consider'})",1
2546,"frozenset({'critical', 'addressing'})",1
2547,"frozenset({'kind', 'mean'})",1
2548,"frozenset({'ranting', 'know'})",1
2525,"frozenset({'guideline', 'push'})",1
2523,"frozenset({'social', 'push'})",1
2498,"frozenset({'dynamic', 'thank'})",1
2522,"frozenset({'social', 'school'})",1
2499,"frozenset({'dynamic', 'diropspaho'})",1
2500,"frozenset({'diropspaho', 'addressing'})",1
2501,"frozenset({'local', 'diropspaho'})",1
2502,"frozenset({'diropspaho', 'consider'})",1
2503,"frozenset({'join', 'diropspaho'})",1
2504,"frozenset({'critical', 'diropspaho'})",1
2505,"frozenset({'say', 'diropspaho'})",1
2506,"frozenset({'thank', 'diropspaho'})",1
2507,"frozenset({'st', 'baseman'})",1
2508,"frozenset({'oppose', 'baseman'})",1
2509,"frozenset({'sanitizer', 'baseman'})",1
2510,"frozenset({'baseman', 'pull'})",1
2511,"frozenset({'hand', 'baseman'})",1
2512,"frozenset({'give', 'baseman'})",1
2513,"frozenset({'never', 'baseman'})",1
2514,"frozenset({'think', 'baseman'})",1
2515,"frozenset({'see', 'baseman'})",1
2516,"frozenset({'baserunner', 'baseman'})",1
2517,"frozenset({'thank', 'addressing'})",1
2518,"frozenset({'social', 'alert'})",1
2519,"frozenset({'say', 'addressing'})",1
2520,"frozenset({'join', 'addressing'})",1
2521,"frozenset({'social', 'news'})",1
3104,"frozenset({'racist', 'hello'})",1
3105,"frozenset({'racist', 'tv'})",1
3106,"frozenset({'shout', 'tv'})",1
3694,"frozenset({'reminder', 'thank'})",1
3683,"frozenset({'essentialworkers', 'thank'})",1
3684,"frozenset({'society', 'essentialworkers'})",1
3685,"frozenset({'society', 'together'})",1
3686,"frozenset({'keep', 'society'})",1
3687,"frozenset({'one', 'society'})",1
3688,"frozenset({'society', 'thank'})",1
3689,"frozenset({'reminder', 'society'})",1
3690,"frozenset({'reminder', 'essentialworkers'})",1
3691,"frozenset({'reminder', 'together'})",1
3692,"frozenset({'keep', 'reminder'})",1
3693,"frozenset({'one', 'reminder'})",1
3695,"frozenset({'reminder', 'struggle'})",1
3709,"frozenset({'prpo', 'million'})",1
3696,"frozenset({'society', 'struggle'})",1
3697,"frozenset({'struggle', 'essentialworkers'})",1
3698,"frozenset({'struggle', 'together'})",1
3699,"frozenset({'keep', 'struggle'})",1
3700,"frozenset({'one', 'struggle'})",1
3701,"frozenset({'struggle', 'thank'})",1
3702,"frozenset({'et', 'wlw'})",1
3703,"frozenset({'expert', 'et'})",1
3704,"frozenset({'et', 'tonight'})",1
3706,"frozenset({'et', 'atn'})",1
3707,"frozenset({'report', 'usa'})",1
3682,"frozenset({'one', 'essentialworkers'})",1
3681,"frozenset({'keep', 'essentialworkers'})",1
3680,"frozenset({'et', 'look'})",1
3679,"frozenset({'atn', 'wlw'})",1
3656,"frozenset({'drkhan', 'et'})",1
3657,"frozenset({'drkhan', 'wlw'})",1
3658,"frozenset({'drkhan', 'expert'})",1
3659,"frozenset({'drkhan', 'tonight'})",1
3660,"frozenset({'drkhan', 'join'})",1
3661,"frozenset({'drkhan', 'look'})",1
3662,"frozenset({'drkhan', 'disease'})",1
3663,"frozenset({'disease', 'atn'})",1
3664,"frozenset({'disease', 'et'})",1
3665,"frozenset({'disease', 'wlw'})",1
3666,"frozenset({'disease', 'expert'})",1
3667,"frozenset({'disease', 'tonight'})",1
3668,"frozenset({'disease', 'join'})",1
3669,"frozenset({'disease', 'look'})",1
3670,"frozenset({'disease', 'question'})",1
3671,"frozenset({'drkhan', 'question'})",1
3672,"frozenset({'question', 'atn'})",1
3673,"frozenset({'question', 'et'})",1
3674,"frozenset({'question', 'wlw'})",1
3675,"frozenset({'expert', 'question'})",1
3676,"frozenset({'question', 'tonight'})",1
3677,"frozenset({'expert', 'atn'})",1
3678,"frozenset({'could', 'southernkadunalivesmatter'})",1
3708,"frozenset({'prpo', 'per'})",1
3710,"frozenset({'daughter', 'develop'})",1
3107,"frozenset({'shy', 'tv'})",1
3753,"frozenset({'registration', 'putin'})",1
3742,"frozenset({'four', 'zealand'})",1
3743,"frozenset({'four', 'auckland'})",1
3744,"frozenset({'vaccine', 'break'})",1
3745,"frozenset({'russia', 'break'})",1
3746,"frozenset({'first', 'break'})",1
3747,"frozenset({'break', 'putin'})",1
3748,"frozenset({'day', 'break'})",1
3749,"frozenset({'break', 'say'})",1
3750,"frozenset({'president', 'break'})",1
3751,"frozenset({'break', 'world'})",1
3752,"frozenset({'register', 'break'})",1
3754,"frozenset({'russia', 'registration'})",1
3711,"frozenset({'news', 'develop'})",1
3755,"frozenset({'announce', 'registration'})",1
3756,"frozenset({'first', 'registration'})",1
3757,"frozenset({'vaccine', 'registration'})",1
3758,"frozenset({'president', 'registration'})",1
3759,"frozenset({'break', 'develop'})",1
3760,"frozenset({'world', 'develop'})",1
3761,"frozenset({'develop', 'country'})",1
3763,"frozenset({'st', 'russia'})",1
3764,"frozenset({'vaccine', 'hope'})",1
3765,"frozenset({'russia', 'race'})",1
3766,"frozenset({'russia', 'finally'})",1
3741,"frozenset({'four', 'community'})",1
3740,"frozenset({'approve', 'health'})",1
3739,"frozenset({'president', 'approve'})",1
3738,"frozenset({'approve', 'country'})",1
3712,"frozenset({'back', 'level'})",1
3716,"frozenset({'go', 'level'})",1
3717,"frozenset({'zealand', 'level'})",1
3718,"frozenset({'lockdown', 'newzealand'})",1
3719,"frozenset({'auckland', 'newzealand'})",1
3720,"frozenset({'mukherjee', 'pranab'})",1
3721,"frozenset({'develop', 'say'})",1
3722,"frozenset({'become', 'russia'})",1
3723,"frozenset({'president', 'become'})",1
3724,"frozenset({'become', 'putin'})",1
3725,"frozenset({'move', 'level'})",1
3726,"frozenset({'move', 'auckland'})",1
3727,"frozenset({'kidderica', 'influencerchallange'})",1
3728,"frozenset({'cms', 'pm'})",1
3729,"frozenset({'vaccine', 'already'})",1
3730,"frozenset({'already', 'putin'})",1
3731,"frozenset({'already', 'russia'})",1
3732,"frozenset({'vaccine', 'st'})",1
3733,"frozenset({'st', 'putin'})",1
3734,"frozenset({'vaccine', 'become'})",1
3735,"frozenset({'president', 'develop'})",1
3736,"frozenset({'develop', 'putin'})",1
3737,"frozenset({'first', 'develop'})",1
3655,"frozenset({'drkhan', 'atn'})",1
3654,"frozenset({'look', 'atn'})",1
3653,"frozenset({'join', 'atn'})",1
3584,"frozenset({'drdavidthrasher', 'patient'})",1
3573,"frozenset({'mountain', 'stopanimalpoaching'})",1
3574,"frozenset({'gorilla', 'mountain'})",1
3575,"frozenset({'mountain', 'bantrophyhunting'})",1
3576,"frozenset({'must', 'mountain'})",1
3577,"frozenset({'mountain', 'protect'})",1
3578,"frozenset({'cost', 'mountain'})",1
3579,"frozenset({'confirm', 'erinburnett'})",1
3580,"frozenset({'patient', 'erinburnett'})",1
3581,"frozenset({'today', 'erinburnett'})",1
3582,"frozenset({'drdavidthrasher', 'erinburnett'})",1
3583,"frozenset({'confirm', 'drdavidthrasher'})",1
3585,"frozenset({'drdavidthrasher', 'today'})",1
3652,"frozenset({'tonight', 'atn'})",1
3586,"frozenset({'drdavidthrasher', 'pulmonaryspecialist'})",1
3587,"frozenset({'pulmonaryspecialist', 'erinburnett'})",1
3588,"frozenset({'confirm', 'pulmonaryspecialist'})",1
3589,"frozenset({'patient', 'pulmonaryspecialist'})",1
3590,"frozenset({'twice', 'pulmonaryspecialist'})",1
3591,"frozenset({'aps', 'research'})",1
3592,"frozenset({'unmc', 'question'})",1
3594,"frozenset({'name', 'fact'})",1
3595,"frozenset({'simple', 'name'})",1
3596,"frozenset({'could', 'name'})",1
3597,"frozenset({'mortalkombat', 'name'})",1
3572,"frozenset({'cost', 'stopanimalpoaching'})",1
3571,"frozenset({'stopanimalpoaching', 'protect'})",1
3570,"frozenset({'must', 'stopanimalpoaching'})",1
3569,"frozenset({'stopanimalpoaching', 'bantrophyhunting'})",1
3546,"frozenset({'nygovcuomo', 'onc'})",1
3547,"frozenset({'twice', 'onc'})",1
3548,"frozenset({'onc', 'pulmonaryspecialist'})",1
3549,"frozenset({'drdavidthrasher', 'onc'})",1
3550,"frozenset({'onc', 'erinburnett'})",1
3551,"frozenset({'confirm', 'onc'})",1
3552,"frozenset({'patient', 'onc'})",1
3553,"frozenset({'today', 'onc'})",1
3554,"frozenset({'thanks', 'automatically'})",1
3555,"frozenset({'community', 'automatically'})",1
3556,"frozenset({'patient', 'automatically'})",1
3557,"frozenset({'generous', 'automatically'})",1
3558,"frozenset({'thanks', 'generous'})",1
3559,"frozenset({'generous', 'community'})",1
3560,"frozenset({'generous', 'patient'})",1
3561,"frozenset({'twice', 'erinburnett'})",1
3562,"frozenset({'cost', 'bantrophyhunting'})",1
3563,"frozenset({'drdavidthrasher', 'twice'})",1
3564,"frozenset({'today', 'pulmonaryspecialist'})",1
3565,"frozenset({'must', 'gorilla'})",1
3566,"frozenset({'gorilla', 'protect'})",1
3567,"frozenset({'gorilla', 'cost'})",1
3568,"frozenset({'gorilla', 'stopanimalpoaching'})",1
3598,"frozenset({'remember', 'mortalkombat'})",1
3599,"frozenset({'probably', 'mortalkombat'})",1
3600,"frozenset({'character', 'mortalkombat'})",1
3627,"frozenset({'edumelb', 'research'})",1
3629,"frozenset({'aps', 'preliminary'})",1
3630,"frozenset({'suggest', 'preliminary'})",1
3631,"frozenset({'almost', 'preliminary'})",1
3632,"frozenset({'concern', 'preliminary'})",1
3633,"frozenset({'psychologist', 'preliminary'})",1
3634,"frozenset({'preliminary', 'research'})",1
3635,"frozenset({'simple', 'fact'})",1
3636,"frozenset({'could', 'fact'})",1
3637,"frozenset({'character', 'fact'})",1
3638,"frozenset({'character', 'simple'})",1
3639,"frozenset({'could', 'character'})",1
3640,"frozenset({'character', 'probably'})",1
3641,"frozenset({'probably', 'fact'})",1
3642,"frozenset({'simple', 'probably'})",1
3643,"frozenset({'could', 'probably'})",1
3644,"frozenset({'remember', 'probably'})",1
3645,"frozenset({'character', 'remember'})",1
3646,"frozenset({'remember', 'fact'})",1
3647,"frozenset({'simple', 'remember'})",1
3648,"frozenset({'remember', 'name'})",1
3649,"frozenset({'question', 'look'})",1
3650,"frozenset({'together', 'southernkadunalivesmatter'})",1
3651,"frozenset({'essentialworkers', 'together'})",1
3628,"frozenset({'edumelb', 'preliminary'})",1
3626,"frozenset({'edumelb', 'psychologist'})",1
3601,"frozenset({'mortalkombat', 'fact'})",1
3625,"frozenset({'edumelb', 'concern'})",1
3602,"frozenset({'simple', 'mortalkombat'})",1
3603,"frozenset({'could', 'mortalkombat'})",1
3604,"frozenset({'guy', 'bring'})",1
3605,"frozenset({'shit', 'guy'})",1
3606,"frozenset({'guy', 'fight'})",1
3607,"frozenset({'guy', 'together'})",1
3608,"frozenset({'could', 'guy'})",1
3609,"frozenset({'guy', 'cryptocurrency'})",1
3610,"frozenset({'cryptocurrency', 'bring'})",1
3611,"frozenset({'shit', 'cryptocurrency'})",1
3612,"frozenset({'fight', 'cryptocurrency'})",1
3613,"frozenset({'together', 'cryptocurrency'})",1
3614,"frozenset({'could', 'cryptocurrency'})",1
3615,"frozenset({'cryptocurrency', 'southernkadunalivesmatter'})",1
